DIALOG,GT,PRED
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi what is my task <<TURN>>  Hello, clean a plate <<TURN>>  Plate is in the cabinet to the far right of the sink [/INST]","['Open Fridge', 'Pickup PepperShaker', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Close Fridge', 'Pickup Plate', 'Place CounterTop', 'ToggleOff Faucet', 'Open Cabinet', 'Open Cabinet', 'Pickup Plate', 'Place CounterTop', 'Pickup Fork', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet']","['Pickup Cup', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup SaltShaker', 'Place CounterTop', 'Pickup Plate', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Plate', 'Place CounterTop', 'Pickup SoapBottle', 'Place CounterTop', 'Pickup But']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what can i do for you <<TURN>>  slice of tomato please <<TURN>>  knife is on the round table <<TURN>>  knife? [/INST]","['ToggleOff Faucet', 'Pickup Tomato', 'Place DiningTable', 'Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'Pickup Plate']","['Pickup Plate', 'Place CounterTop', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoS']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  slice lettuce <<TURN>>  where is it? <<TURN>>  in the fridge <<TURN>>  done <<TURN>>  make 2 slices of tomatoes <<TURN>>  done <<TURN>>  slice a potatoes <<TURN>>  poatoe <<TURN>>  done <<TURN>>  cook 1 slice of poatatoe <<TURN>>  potatoe <<TURN>>  in the microwave' <<TURN>>  done <<TURN>>  put everything on a clean plate <<TURN>>  great work..keep going <<TURN>>  2 slices of tomatoes [/INST]","['Open Fridge', 'Pickup Knife', 'Slice Lettuce', 'Slice Tomato', 'Slice Potato', 'Place CounterTop', 'Pickup PotatoSliced', 'Open Microwave', 'Place Microwave', 'Close Microwave', 'ToggleOn Microwave', 'ToggleOff Microwave', 'Open Microwave', 'Pickup Plate', 'Place Sink', 'Pickup PotatoSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place DiningTable', 'Pickup TomatoSliced', 'Place DiningTable', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced']","['Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Pickup Tomato', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Tomato', 'Place CounterTop', 'Pickup Apple', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Potato', 'Place C']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what can i do for you? <<TURN>>  I want a sandwich <<TURN>>  toasted with one slice of lettuce <<TURN>>  sure <<TURN>>  i see the bread and lettuce <<TURN>>  where is the knife? <<TURN>>  top right cabinet by the door <<TURN>>  ok <<TURN>>  there's one by the sink too <<TURN>>  ok, can't seem to grab the knife in cabinet <<TURN>>  do you want the sandwich on a plate <<TURN>>  yes please <<TURN>>  ok <<TURN>>  there's one in the fridge [/INST]","['Pickup Bread', 'Place CounterTop', 'Open Cabinet', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'ToggleOff Toaster', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place Pan', 'Pickup Lettuce', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Knife', 'Slice Lettuce', 'Place CounterTop']","['Open Cabinet', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place C']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  how can I help? <<TURN>>  please take the bread out of the fridge and slice it with the knife in the sink <<TURN>>  the two slices will then need to be toasted <<TURN>>  whilst they are toasting please take the tomato from the stool and slice it <<TURN>>  Ive sliced the tomato and toasted the bread <<TURN>>  now please place them all onto a plate [/INST]","['Open Fridge', 'Pickup Bread', 'Close Fridge', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Knife', 'Slice Bread', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Place CounterTop', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup BreadSliced', 'Place Toaster', 'ToggleOn Toaster', 'ToggleOff Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Tomato', 'Place CounterTop', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup Egg', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup BreadSliced', 'Place Plate', 'Pickup BreadSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Plate', 'Pickup TomatoSliced', 'Place CounterTop']","['Open Fridge', 'Pickup Bread', 'Place DiningTable', 'Pickup Knife', 'Slice Bread', 'Place DiningTable', 'Pickup BreadSliced', 'Place Toaster', 'Pickup BreadSliced', 'Place CounterTop', 'Pickup Tomato', 'Place DiningTable', 'Pickup Knife', 'Slice Tomato', 'Place DiningTable', 'Pickup BreadSliced', 'Place Plate', 'Pickup Plate', 'Place CounterTop']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hello how can I help today? <<TURN>>  can i please have two slices of tomato in a clean bowl <<TURN>>  sure, do you know where the bowl is? <<TURN>>  in the fridge i believe <<TURN>>  it should already be clean <<TURN>>  how about the knife? <<TURN>>  the drawer in front of the tea kettle? <<TURN>>  it wants a different tomato slice lol from the plate <<TURN>>  its still hilighting a slice that's on the plate... [/INST]","['Open Fridge', 'Pickup Bowl', 'Place CounterTop', 'Pickup ButterKnife', 'Place CounterTop', 'Open Cabinet', 'Close Cabinet', 'ToggleOff Faucet', 'Close Fridge', 'Open Cabinet', 'Open Cabinet', 'Close Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Cabinet', 'Open Drawer', 'Open Drawer', 'Open Drawer', 'Open Drawer', 'Pickup Knife', 'Slice Tomato', 'Place Drawer', 'Close Cabinet', 'Close Cabinet', 'Close Drawer', 'Close Drawer', 'Close Drawer', 'Pickup TomatoSliced', 'Place Bowl', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Bowl', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup Plate', 'Place CounterTop', 'Pickup TomatoSliced', 'Place Bowl']","['Open Fridge', 'Pickup Bowl', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Knife', 'Slice Tomato', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Open Fridge', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup TomatoSliced', 'Place CounterTop', 'Pickup Bowl', 'Pour ', 'Place CounterTop', 'Pickup TomatoSliced', 'Place C']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  whats the first task? <<TURN>>  hello? <<TURN>>  rinse the dirty mug with water <<TURN>>  what mug? <<TURN>>  in the fridge <<TURN>>  next <<TURN>>  whats next? <<TURN>>  done? <<TURN>>  whats next witht he mug? <<TURN>>  rinse it with water <<TURN>>  already did <<TURN>>  whats next <<TURN>>  hello <<TURN>>  whats taking so long <<TURN>>  you need to direct me [/INST]","['Open Fridge', 'Pickup Mug', 'Close Fridge', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Mug', 'Place ', 'Pickup WineBottle', 'Place CounterTop', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine']","['Open Fridge', 'Pickup Mug', 'Close Fridge', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup DishSponge', 'Place CounterTop', 'Pickup Mug', 'Place ', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff F']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  hi <<TURN>>  hi <<TURN>>  what to do <<TURN>>  prepare coffee in a clean mug <<TURN>>  ok <<TURN>>  mug is in the fridge <<TURN>>  rinse it <<TURN>>  make salad <<TURN>>  lettuce is in the fridge <<TURN>>  tomato near the sink <<TURN>>  potato is in the sink <<TURN>>  knife is on the chair [/INST]","['Open Fridge', 'Pickup Mug', 'Close Fridge', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOn CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place CounterTop', 'Pickup Egg', 'Place ', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife']","['Open Fridge', 'Pickup Mug', 'Close Fridge', 'Place CounterTop', 'ToggleOff Faucet', 'Pickup Bottle', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'ToggleOff CoffeeMachine', 'Pickup Knife']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  task? <<TURN>>  ? <<TURN>>  boil a potato <<TURN>>  potato and pot on the table [/INST]","['Pickup Potato', 'Place Pot', 'Pickup Pot']","['Pickup Potato', 'Place Pot', 'Pickup Pot', 'Place Floor', 'Pickup Pot', 'Place Floor', 'Pickup Egg', 'Place Floor', 'Pickup Pot', 'Place StoveBurner', 'ToggleOn StoveKnob', 'ToggleOn StoveKnob', 'ToggleOff StoveKnob', 'ToggleOff StoveKnob', 'Pickup Pot', 'Place Floor', 'Pickup Pot', 'Place StoveBurner', 'T']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what can i do today <<TURN>>  slice lettuce <<TURN>>  lettuce is inside the shdelf below the stove <<TURN>>  shelf* <<TURN>>  right one <<TURN>>  ok <<TURN>>  done <<TURN>>  place 2 slicesof lettuce on the plate <<TURN>>  plate is beside the toaster <<TURN>>  or on the table [/INST]","['Pickup Knife', 'Place DiningTable', 'Open Cabinet', 'Pickup Lettuce', 'Place DiningTable', 'Pickup Knife', 'Slice Lettuce', 'Close Cabinet', 'Place DiningTable', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate']","['Pickup ButterKnife', 'Place CounterTop', 'Pickup Lettuce', 'Place CounterTop', 'Pickup ButterKnife', 'Slice Lettuce', 'Place CounterTop', 'Open Cabinet', 'Pickup Plate', 'Place CounterTop', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup LettuceSliced', 'Place Plate', 'Pickup Lett']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  What are we doing today <<TURN>>  you need to put an alarm clock onto a desk <<TURN>>  there is another alarm clock on the bed that needs to go onto the desk [/INST]","['Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock']","['Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pickup AlarmClock', 'Place Desk', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  we need to prepare cofee first please <<TURN>>  in a mug <<TURN>>  What should I do today? <<TURN>>  ok <<TURN>>  by the stove <<TURN>>  there is one <<TURN>>  it may be dirty though <<TURN>>  please wash if necessary <<TURN>>  the coffee maker <<TURN>>  is on the table <<TURN>>  ok. Coffee has been made <<TURN>>  thanks <<TURN>>  please get the lettuce and potato <<TURN>>  from the fridge <<TURN>>  we need those <<TURN>>  the lettuce can go to the table <<TURN>>  the potato can go to the stove <<TURN>>  place the potato in the pan please <<TURN>>  and then turn on the burner <<TURN>>  now take the cooked potato to the table pelase [/INST]","['Pickup Mug', 'ToggleOff Faucet', 'Place CounterTop', 'Pickup Potato', 'Place CounterTop', 'Pickup Knife', 'Place CounterTop', 'Pickup Mug', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'ToggleOff CoffeeMachine', 'ToggleOn CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place DiningTable', 'Pickup Potato', 'Place Pan', 'ToggleOff StoveKnob', 'ToggleOn StoveKnob', 'Pickup Potato', 'Place DiningTable']","['ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place ', 'ToggleOn Faucet', 'ToggleOff Faucet', 'Pickup Mug', 'Pour ', 'Place CoffeeMachine', 'Open Fridge', 'Pickup Lettuce', 'Close Fridge', 'Place DiningTable', 'Pickup Knife', 'Slice Lettuce', 'Place DiningTable', 'Open Safe', 'Pickup Potato', 'Close Safe', 'Place DiningTable', 'Pick']"
"<s>[INST] You are given a dialog between a Commander and a Driver, where the Commander gives instructions and Driver does as instructed. Your task is to provide all the (action, object) sequences required to complete all the tasks mentioned in the dialog.Here's the dialog:  what can i do today <<TURN>>  hi <<TURN>>  put all saltshaker in one cabinet. <<TURN>>  where is the other please <<TURN>>  one is in the fridge <<TURN>>  another one is in microwave. [/INST]","['Open Cabinet', 'Pickup Egg', 'Place CounterTop', 'Pickup PepperShaker', 'Place Cabinet', 'Open Fridge', 'Pickup SaltShaker', 'Place Fridge', 'Close Fridge', 'Open Fridge', 'Pickup SaltShaker', 'Close Fridge', 'Place Cabinet', 'ToggleOff Microwave', 'Open Microwave', 'Pickup SaltShaker', 'Close Microwave', 'Place Cabinet']","['Open Cabinet', 'Pickup SaltShaker', 'Place Cabinet', 'Open Fridge', 'Pickup SaltShaker', 'Close Cabinet', 'Open Cabinet', 'Close Cabinet', 'Place Cabinet', 'Pickup SaltShaker', 'Close Microwave', 'Place Cabinet', 'Open Microwave', 'Pickup SaltShaker', 'Close Microwave', 'Place Cabinet', 'Pickup SaltShaker', 'Place Cabinet', 'Pickup SaltShaker', 'Place Cabinet', 'Close Cabinet', 'Open']"
