,dialog,gameplan_prediction
38," hello, what should I do today? <<TURN>>  Hello. We need to make a plate of toast. <<TURN>>  The bread needs to be sliced using a knife. <<TURN>>  Where is the bread? <<TURN>>  I think in the drawer. <<TURN>>  on the shelf next to the fridge <<TURN>>  ok, i will check on the shelf for the bread <<TURN>>  I have the bread <<TURN>>  Great! <<TURN>>  Where can I find a knife? <<TURN>>  I am not sure. We will have to look around. <<TURN>>  I have the knife <<TURN>>  I have sliced the bread <<TURN>>  Okay. Put it in the toaster. <<TURN>>  I have a slice of bread in my hand now. <<TURN>>  okay. We need to clean the plate. <<TURN>>  Rinse with water in the sink. Then the toast needs to go on the plate. <<TURN>>  ok <<TURN>>  I have the plate <<TURN>>  I have to empty the sink first <<TURN>>  ok <<TURN>>  I cant seem to put the plate in the sink <<TURN>>  ok. It says to rinse with water. Is there another way to rinse with water? <<TURN>>  ok, I had to move to the side and now the plate is in the sink <<TURN>>  The plate is now clean <<TURN>>  ok! Now put toast on the clean plate. <<TURN>>  ok <<TURN>>  The toast is now on the plate <<TURN>>  Alright. Next, cook 2 slices of Potato and serve on a plate. <<TURN>>  The potato needs to be sliced using a knife. <<TURN>>  ok <<TURN>>  The potato is near the microwave. <<TURN>>  Where can I find the potato? <<TURN>>  ok <<TURN>>  I have the potato",Open Fridge -- Close Fridge -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Place DiningTable -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup WineBottle -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Plate -- Place CounterTop -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- ToggleOn Faucet -- Pickup Plate -- Place  -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup Potato -- Place CounterTop
39," Hello <<TURN>>  hey whats first? <<TURN>>  Today we are making a slad <<TURN>>  Salad* <<TURN>>  where is the components? <<TURN>>  First, slice the lettuce. We need two slices <<TURN>>  where <<TURN>>  knife? <<TURN>>  The lettuce is on the tabel at the center <<TURN>>  no knife? <<TURN>>  i put it there <<TURN>>  The knife is at the cupboard to the left of the fridge <<TURN>>  Slice the lettuce <<TURN>>  next? <<TURN>>  Next you will make a tomato <<TURN>>  A tomato slice <<TURN>>  Now go to the fridge and get a plate",Pickup Lettuce -- Place CounterTop -- Open Cabinet -- Pickup Knife -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Open Fridge -- Pickup Plate -- Close Fridge -- Place CounterTop -- Pickup Potato -- Place CounterTop
40," what shall I do today? <<TURN>>  You need to prepare breakfast. <<TURN>>  First, you need to make coffee. <<TURN>>  where is the mug? <<TURN>>  prepare the coffee in a clean mug. <<TURN>>  The mug is next to the fridge on the counter to the left. <<TURN>>  Great job <<TURN>>  Next, you need to prepare a salad. <<TURN>>  ok <<TURN>>  The salad consists of lettuce, tomato and a potato <<TURN>>  First, you need to get the plate from the center island and clean it. <<TURN>>  Great job. <<TURN>>  next? <<TURN>>  You need to grab the ingredients. <<TURN>>  The lettuce is in the drawer under microwave. <<TURN>>  what all? <<TURN>>  Ok. Lets see if the tomato is where it says it is. <<TURN>>  the tomato is located in the upper left cabinet next to the stove. <<TURN>>  couldn't find lettuce <<TURN>>  OK. Lets try the tomato. <<TURN>>  Great job. Place tomato on the center island next to plate. <<TURN>>  done <<TURN>>  Next, grab the potato on the counter to the right of the fridge. <<TURN>>  Great job, you have found lettuce. <<TURN>>  next? <<TURN>>  You need to grab the potato that is next to the fridge <<TURN>>  It is on the counter in a pan. <<TURN>>  Great job. <<TURN>>  what next? <<TURN>>  Next, you nee to cook 1 potato slice. <<TURN>>  The pan is on the counter next to fridge. Remove the items in pan, then clean pan with water. <<TURN>>  The pan must be washed. <<TURN>>  pan is too big to be placed inside the basin <<TURN>>  any other pan <<TURN>>  No, It only references that one pan. <<TURN>>  should I cook or boil the potato? <<TURN>>  cook <<TURN>>  Try to place the potato in the dirty pan. <<TURN>>  how many slices of potato? <<TURN>>  1 <<TURN>>  what next? <<TURN>>  Great job. <<TURN>>  Everything must be assembled on the plate. <<TURN>>  Lettuce, tomato and potato <<TURN>>  Apologies, it now says you need to cook an additional piece of potato. <<TURN>>  ok <<TURN>>  Great job using the microwave. I    wouldn't have thought to use that.",Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Tomato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place CounterTop -- Pickup Kettle -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Close Microwave -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Open Microwave -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
41," hey can you make me a sandwich please <<TURN>>  2 slices of toast with sliced tomato please <<TURN>>  theres a knife in the fridge <<TURN>>  Of course. Where can I find bread? <<TURN>>  and bread on the table <<TURN>>  Where can I find a clean plate? <<TURN>>  you will need to clean on im afriad, i dont have any clean plates <<TURN>>  theres a plate on the table behind you <<TURN>>  other table",Pickup Bread -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Apple -- Place DiningTable -- Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Plate -- ToggleOff Faucet -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- ToggleOn Toaster -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place Plate -- ToggleOff Toaster
42, hi what do you need? <<TURN>>  hi i'd like a sandwich <<TURN>>  first you can toast 2 slices of bread <<TURN>>  ok <<TURN>>  on a clean plate woudl be great <<TURN>>  ok what next?,Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup ButterKnife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Plate -- Place Sink -- ToggleOn Faucet
43, slice tomatoes <<TURN>>  tomato in the fridge <<TURN>>  knife next to the toaster <<TURN>>  slice 1 slice <<TURN>>  the plate in the last top cabinet next to the window <<TURN>>  place tomato slice on plate <<TURN>>  press U <<TURN>>  get closer <<TURN>>  grab plate <<TURN>>  first pate,Open Fridge -- Pickup Tomato -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Open Cabinet -- Open Cabinet -- Pickup Plate
44, what shall I do today? <<TURN>>  Today you will make a slice of toast <<TURN>>  The bread is in the cabinet below the sink <<TURN>>  The knife is to the left of the sink <<TURN>>  where is the bread <<TURN>>  The bread is in the cabinet below the sink,Pickup Knife -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread
45," Hi may I have the directions please <<TURN>>  anyone there? <<TURN>>  You need to find the knife on the counter. <<TURN>>  got it <<TURN>>  Okay, now get to the bread. <<TURN>>  where is the bread <<TURN>>  The bread is on a stool near the counter. <<TURN>>  Okay, just stop and let me direct you. <<TURN>>  I see it <<TURN>>  Yes, turn left again. <<TURN>>  Slice the bread with the knife. <<TURN>>  You need to press use item and then click on the bread, I think. <<TURN>>  I can't hold either the bread or knife. <<TURN>>  Are you still holding the knife? <<TURN>>  Pick up the knife. <<TURN>>  not anymore, let me try again, sorry.  this is annoying <<TURN>>  It's okay. <<TURN>>  You don't need to pick up the bread, just slice it where it is. <<TURN>>  It's done. <<TURN>>  No, I'm not sure. Is the bread cut yet? <<TURN>>  don't think so <<TURN>>  There's a use item button on your interface. <<TURN>>  I am holding the knife and click on the ""slice"" but nothing happens. <<TURN>>  After clicking slice click on the bread. <<TURN>>  done it a million times.  first time having such issues <<TURN>>  Maybe you need to take the bread somewhere else to cut it.",Pickup Knife -- Slice Bread -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Bread -- Place CounterTop
46," Hi, tasks? <<TURN>>  take out the bread from the shelf right above the wash basin <<TURN>>  done <<TURN>>  now take the knife from the drawer right below the lettuce <<TURN>>  just beside the basin",Open Cabinet -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Close Cabinet -- Place CounterTop -- Pickup ButterKnife -- Slice Bread
47," hi <<TURN>>  what is my task today? <<TURN>>  hey make a sandwich please <<TURN>>  whats the first step? <<TURN>>  get bread from next to the sink and slice it <<TURN>>  the knife is on the same counter <<TURN>>  done <<TURN>>  then toast two slices of bread,one at  time",ToggleOff Faucet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster
48, What shall I do today? <<TURN>>  Find mug <<TURN>>  Mug is in fridge <<TURN>>  Rinse the cup in sink,Open Fridge -- Pickup Mug -- Close Fridge -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour 
49, what shall I do today? <<TURN>>  Today you will make a slice of toast <<TURN>>  The bread is in the cabinet below the sink <<TURN>>  The knife is to the left of the sink <<TURN>>  where is the bread <<TURN>>  The bread is in the cabinet below the sink <<TURN>>  slices done,Pickup Knife -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster
50, what is the task today <<TURN>>  Serve a slice of tomato on a plate please <<TURN>>  There is a knife by the sink <<TURN>>  Plate is on the counter <<TURN>>  And the tomato is in the white safe-looking box on the floor.,Pickup Knife -- Place CounterTop -- Open Safe -- Pickup Tomato
51, what should i do today? <<TURN>>  grab the mug <<TURN>>  you are the commander. <<TURN>>  in the sink <<TURN>>  wash it first <<TURN>>  turn on water <<TURN>>  take it to the coffee maker <<TURN>>  what do i do next? <<TURN>>  ok <<TURN>>  wait <<TURN>>  thats the wrong mug <<TURN>>  go back to the sink <<TURN>>  ok <<TURN>>  grab the black mug',Pickup Cup -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Pour  -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug
52, Hello <<TURN>>  Hi <<TURN>>  What's the task? <<TURN>>  We need 2 slices of bread <<TURN>>  toasteed? <<TURN>>  knife is in sink <<TURN>>  Toasted? <<TURN>>  toast 2 slices of bread <<TURN>>  slice lettuce <<TURN>>  What next <<TURN>>  lettuce is in microwave <<TURN>>  we need to clean plate <<TURN>>  plate is in on top shelf right of stove <<TURN>>  remove salt and clean the plate <<TURN>>  remove things from sink and stop the water flow <<TURN>>  then place plate <<TURN>>  Yeah <<TURN>>  I'm working on it <<TURN>>  put 2 slices of tomato on plate,Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Knife -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Plate -- Place CounterTop -- ToggleOff Faucet -- Pickup Knife -- Place CounterTop -- ToggleOn Faucet -- Pickup Plate -- Place CounterTop -- ToggleOff Faucet -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate
53," What should I do today? <<TURN>>  find remote by the tv <<TURN>>  found it! <<TURN>>  put it in any box <<TURN>>  done, what should I do next? <<TURN>>  get anther remote by the tv",Pickup RemoteControl -- Place Box -- Pickup RemoteControl
54, how may i serve you today? <<TURN>>  slice the tomato in the sink <<TURN>>  ok <<TURN>>  it is sliced <<TURN>>  now please get the potato in the fridge and slice it <<TURN>>  ok <<TURN>>  does it need to be cooked? <<TURN>>  yes <<TURN>>  one slice,Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- ToggleOff Faucet -- Pickup Spoon -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Open Fridge -- Pickup Potato -- Close Fridge -- Open Microwave -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Potato -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop
55," hi, what should i do today <<TURN>>  cook 1 slice of potatoe <<TURN>>  slice potato <<TURN>>  potato is in the microwave <<TURN>>  knife is next to the clean plate",Open Fridge -- Pickup Knife -- Close Fridge -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Place CounterTop -- Pickup Potato -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Potato
56, what can i do today <<TURN>>  hi please place the salt shakers in one cabinet <<TURN>>  where is the other <<TURN>>  theres one behind the toaster <<TURN>>  and another in the right cabinet under sink,Open Cabinet -- Pickup PepperShaker -- Open Cabinet -- Place Cabinet -- Close Cabinet -- Pickup PepperShaker -- Place Cabinet -- Pickup SaltShaker -- Place Cabinet -- Open Cabinet -- Pickup SaltShaker -- Close Cabinet -- Place Cabinet
57," we need to make a sanwich <<TURN>>  hi, what shall i do today. <<TURN>>  first lets slice some bread <<TURN>>  ok <<TURN>>  we need 2 slices of bread toasted <<TURN>>  where can i find bread <<TURN>>  above the stove <<TURN>>  in the right cabinet it seems <<TURN>>  which right? <<TURN>>  in the cabinet above the stove <<TURN>>  the right cabinet <<TURN>>  the knife is by the sink <<TURN>>  i cant find bread <<TURN>>  hmm <<TURN>>  it should be there above the stove <<TURN>>  lets look around then <<TURN>>  please search it <<TURN>>  I have <<TURN>>  it indicates above the stove <<TURN>>  lets try the cabinet to your right <<TURN>>  right of the microwave <<TURN>>  the tall ones <<TURN>>  right in front of you <<TURN>>  there it is <<TURN>>  please grab the bread from the top <<TURN>>  and the slice with the knife <<TURN>>  next to the sink <<TURN>>  we need to 2 slices of bread toasted <<TURN>>  is the bread sliced? <<TURN>>  the toaster is by the stove <<TURN>>  to the right of it <<TURN>>  make 2 slices of bread toasted please <<TURN>>  we need the tomato from the fridge <<TURN>>  what shall i do next? <<TURN>>  please slice the tomato <<TURN>>  the knife is by the bread <<TURN>>  we need to wash the plate next <<TURN>>  the plate is behind the lettuce <<TURN>>  to your left <<TURN>>  and behind you <<TURN>>  please wash the plate in the sink when you have it <<TURN>>  you may need to make room in the sink if it full <<TURN>>  we need the toast and tomato slice on the plate <<TURN>>  now the 2 slices of bread please <<TURN>>  that were toasted <<TURN>>  place them on the plate <<TURN>>  the toast is by the toaster <<TURN>>  one slice of tomato or two? <<TURN>>  one",Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Close Fridge -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- ToggleOff Microwave -- Open Microwave -- Close Microwave -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Fridge -- Pickup Tomato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- ToggleOff Faucet -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup BreadSliced -- Place Plate
